"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jul 22 03:54:04 GMT 2024","Mon Jul 22 03:54:35 GMT 2024","30250","PoC with Playwright","","Example Suite","","","Example test script 1","This is the description of the test"
